SERIES,CNTRY,TRN,AGG,UNIT,REF,CODE,COUNTRY,SUB-CHAPTER,TITLE,UNIT,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,,,,,,,
FRA.1.0.0.0.UBLG,FRA,1,0,0,0,UBLG,France,03 Net lending (ESA 2010),Net lending (+) or net borrowing (-): general government :- ESA 2010 (Including one-off proceeds relative to the allocation of mobile phone licences),(National currency) ,0.5533,0.5815,0.1001,0.2481,0.591,0.4283,0.1793,-0.4859,-1.4044,-0.1801,-0.0416,-0.4212,0.3437,-0.1228,0.1988,-6.886,-4.4405,-3.4939,-6.264,-1.92,-1.936,-12.278,-16.624,-16.528,-19.344,-22.522,-26.046,-17.242,-23.726,-17.771,-25.643,-31.256,-52.039,-72.625,-63.983,-62.0387,-48.584,-47.8653,-32.1947,-21.5443,-19.3422,-21.6866,-50.1209,-66.317,-60.2998,-61.8014,-49.0626,-57.9357,-69.6901,-142.8339,-142.7605,-109.3855,-107.9872,-104.7118,-98.504,-85.681,-84.0252,-77.0577,-54.6162,-58.2255,-207.0844,-165.1493,-125.8958,-151.7087,-169.5717,-166.9399,-175.1211,,,,,,,
HRV.1.0.0.0.UBLG,HRV,1,0,0,0,UBLG,Croatia,03 Net lending (ESA 2010),Net lending (+) or net borrowing (-): general government :- ESA 2010 (Including one-off proceeds relative to the allocation of mobile phone licences),(National currency) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0776,-0.8448,0.2657,-0.1786,-1.9503,-2.112,-1.1743,-1.2989,-1.4318,-1.9279,-1.097,-0.7341,-0.9177,-1.0845,-3.1231,-2.954,-3.432,-2.4502,-2.4764,-2.3029,-1.5978,-0.4956,0.2721,-0.0224,0.1242,-3.6702,-1.5045,0.0817,-0.6178,-2.0259,-2.448148,-2.491747,,,,,,,
ITA.1.0.0.0.UBLG,ITA,1,0,0,0,UBLG,Italy,03 Net lending (ESA 2010),Net lending (+) or net borrowing (-): general government :- ESA 2010 (Including one-off proceeds relative to the allocation of mobile phone licences),(National currency) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-71.303,-69.238,-32.637,-34.077,-20.898,-30.124,-41.625,-39.036,-45.147,-50.438,-61.44,-56.24,-21.503,-42.473,-80.101,-67.329,-58.412,-48.75,-46.604,-46.107,-40.902,-40.996,-43.767,-38.968,-26.161,-156.627,-163.603,-162.03,-154.284,-75.547,-73.6384,-66.7503,,,,,,,
CYP.1.0.0.0.UBLG,CYP,1,0,0,0,UBLG,Cyprus,03 Net lending (ESA 2010),Net lending (+) or net borrowing (-): general government :- ESA 2010 (Including one-off proceeds relative to the allocation of mobile phone licences),(National currency) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0221,-0.1946,-0.3647,-0.2938,-0.3443,-0.1905,-0.1979,-0.4465,-0.7369,-0.4931,-0.3106,-0.1639,0.555,0.1278,-1.0519,-0.9845,-1.1798,-2.9667,-1.0092,-1.538,-0.1378,0.086,0.432,-0.7342,0.2408,-1.2477,-0.4174,0.7832,0.5322,1.4371,1.248291,1.26886,,,,,,,
LVA.1.0.0.0.UBLG,LVA,1,0,0,0,UBLG,Latvia,03 Net lending (ESA 2010),Net lending (+) or net borrowing (-): general government :- ESA 2010 (Including one-off proceeds relative to the allocation of mobile phone licences),(National currency) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05796,-0.01969,0.07625,0.00173,-0.23411,-0.18707,-0.14534,-0.195,-0.14979,-0.13157,-0.06553,-0.09117,-0.12794,-1.04415,-1.81394,-1.55841,-0.85447,-0.30818,-0.27633,-0.38767,-0.3613,-0.00336,-0.07765,-0.38176,-0.04593,-1.19452,-2.33105,-1.75362,-0.93162,-0.70617,-1.314891,-1.375828,,,,,,,
LTU.1.0.0.0.UBLG,LTU,1,0,0,0,UBLG,Lithuania,03 Net lending (ESA 2010),Net lending (+) or net borrowing (-): general government :- ESA 2010 (Including one-off proceeds relative to the allocation of mobile phone licences),(National currency) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1201,-0.3157,-1.378,-0.3949,-0.3587,-0.4257,-0.5006,-0.282,-0.2107,-0.2539,-0.0721,-0.0655,-0.2368,-1.008,-2.4425,-1.9222,-1.837,-1.0457,-0.9394,-0.6516,-0.2871,0.0131,0.1522,0.24,0.2028,-3.2251,-0.6538,-0.4823,-0.5076,-1.0062,-1.925195,-2.069095,,,,,,,
LUX.1.0.0.0.UBLG,LUX,1,0,0,0,UBLG,Luxembourg,03 Net lending (ESA 2010),Net lending (+) or net borrowing (-): general government :- ESA 2010 (Including one-off proceeds relative to the allocation of mobile phone licences),(National currency) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40856,0.37245,0.43441,0.51623,0.63866,1.27456,1.34364,0.50797,0.07159,-0.39277,-0.06293,0.65328,1.64229,1.3499,-0.082,-0.13462,0.29183,0.23563,0.41423,0.69339,0.72229,1.064,0.79508,1.91133,1.67193,-1.99464,0.732,0.1413,-0.6401,0.8881,-0.370575,-0.490514,,,,,,,
HUN.1.0.0.0.UBLG,HUN,1,0,0,0,UBLG,Hungary,03 Net lending (ESA 2010),Net lending (+) or net borrowing (-): general government :- ESA 2010 (Including one-off proceeds relative to the allocation of mobile phone licences),(National currency) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-501.876,-311.702,-490.379,-775.31,-614.07,-405.236,-615.856,-1533.781,-1374.123,-1391.28,-1757.626,-2254.329,-1308.462,-1030.748,-1259.676,-1216.741,-1487.238,-673.987,-788.386,-910.278,-700.701,-650.581,-965.67,-891.32,-970.456,-3654.17,-3950.388,-4082.482,-5099.512,-4006.439,-3951.145,-4326.514,,,,,,,
MLT.1.0.0.0.UBLG,MLT,1,0,0,0,UBLG,Malta,03 Net lending (ESA 2010),Net lending (+) or net borrowing (-): general government :- ESA 2010 (Including one-off proceeds relative to the allocation of mobile phone licences),(National currency) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1057,-0.2459,-0.2395,-0.3328,-0.2545,-0.2269,-0.2601,-0.2413,-0.4279,-0.208,-0.1458,-0.1324,-0.1187,-0.2529,-0.1958,-0.1524,-0.21,-0.2472,-0.1777,-0.133,-0.0857,0.1191,0.4268,0.2541,0.1045,-1.2526,-1.1606,-0.9545,-0.9716,-0.8253,-0.777653,-0.722598,,,,,,,
NLD.1.0.0.0.UBLG,NLD,1,0,0,0,UBLG,Netherlands,03 Net lending (ESA 2010),Net lending (+) or net borrowing (-): general government :- ESA 2010 (Including one-off proceeds relative to the allocation of mobile phone licences),(National currency) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-28.791,-6.582,-5.92,-5.272,1.188,5.136,-2.259,-11.215,-16.435,-9.701,-2.847,0.171,-1.618,-0.023,-32.148,-33.932,-28.995,-25.256,-19.042,-15.213,-12.434,1.635,9.884,11.603,14.785,-29.457,-19.599,0.115,-3.82,-10.084,-25.30808,-33.95124,,,,,,,
AUT.1.0.0.0.UBLG,AUT,1,0,0,0,UBLG,Austria,03 Net lending (ESA 2010),Net lending (+) or net borrowing (-): general government :- ESA 2010 (Including one-off proceeds relative to the allocation of mobile phone licences),(National currency) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.85637,-8.30308,-4.92433,-5.3775,-5.34415,-5.11139,-1.5633,-3.20814,-4.23929,-11.88597,-6.5322,-6.93686,-3.86507,-4.58656,-15.40431,-13.12745,-7.64756,-6.89192,-6.39975,-6.34982,-1.63145,-5.16221,-2.84926,0.74804,2.12263,-31.2027,-23.12878,-15.32538,-12.37746,-22.48445,-21.79427,-21.71129,,,,,,,
POL.1.0.0.0.UBLG,POL,1,0,0,0,UBLG,Poland,03 Net lending (ESA 2010),Net lending (+) or net borrowing (-): general government :- ESA 2010 (Including one-off proceeds relative to the allocation of mobile phone licences),(National currency) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.466,-19.835,-23.838,-25.338,-15.199,-29.912,-37.056,-39.129,-51.151,-46.751,-38.9952,-37.858,-22.353,-46.395,-99.546,-107.112,-77.798,-61.57,-69.541,-62.6294,-46.9496,-44.4683,-29.67,-5.258,-16.975,-161.932,-46.45,-106.587,-180.078,-239.809,-249.7053,-254.531,,,,,,,
PRT.1.0.0.0.UBLG,PRT,1,0,0,0,UBLG,Portugal,03 Net lending (ESA 2010),Net lending (+) or net borrowing (-): general government :- ESA 2010 (Including one-off proceeds relative to the allocation of mobile phone licences),(National currency) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.6105,-4.4701,-3.792,-4.8857,-3.6258,-4.0722,-6.4378,-4.6866,-8.325,-9.4428,-9.7193,-6.9281,-5.0452,-6.8251,-17.321,-20.5371,-13.624,-10.4535,-8.8983,-12.7515,-8.026,-3.6221,-5.8696,-0.8728,0.249,-11.5639,-6.117,-0.7573,3.2468,1.9942,0.37801,-1.79524,,,,,,,
ROM.1.0.0.0.UBLG,ROM,1,0,0,0,UBLG,Romania,03 Net lending (ESA 2010),Net lending (+) or net borrowing (-): general government :- ESA 2010 (Including one-off proceeds relative to the allocation of mobile phone licences),(National currency) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1523,-0.406,-1.1288,-1.1981,-2.4364,-3.716,-4.0552,-2.945,-2.7365,-2.6582,-2.3192,-7.3291,-11.7613,-29.2171,-50.5378,-38.4478,-32.5921,-23.7298,-14.3258,-7.935,-3.7189,-18.8991,-21.4003,-26.9081,-46.1474,-98.4714,-85.1769,-89.3701,-105.6389,-163.7492,-162.7819,-171.7449,,,,,,,
SVN.1.0.0.0.UBLG,SVN,1,0,0,0,UBLG,Slovenia,03 Net lending (ESA 2010),Net lending (+) or net borrowing (-): general government :- ESA 2010 (Including one-off proceeds relative to the allocation of mobile phone licences),(National currency) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.8598,-0.13331,-0.32213,-0.36534,-0.52194,-0.70667,-0.95898,-0.57578,-0.67602,-0.54337,-0.39857,-0.39384,-0.02694,-0.54371,-2.10394,-2.00288,-2.4592,-1.50793,-4.04637,-1.68694,-1.09232,-0.79987,0.02288,0.40738,0.32795,-3.58802,-2.3989,-1.71494,-1.65648,-0.62954,-0.932498,-1.131859,,,,,,,
SVK.1.0.0.0.UBLG,SVK,1,0,0,0,UBLG,Slovakia,03 Net lending (ESA 2010),Net lending (+) or net borrowing (-): general government :- ESA 2010 (Including one-off proceeds relative to the allocation of mobile phone licences),(National currency) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.68657,-2.16267,-1.53245,-1.43855,-2.07507,-4.01412,-2.65646,-3.11344,-0.94025,-1.08519,-1.43644,-2.01169,-1.42679,-1.7419,-5.24262,-5.1163,-3.11986,-3.21912,-2.13573,-2.48451,-2.23614,-2.11689,-0.83657,-0.90817,-1.13934,-4.99514,-5.18864,-1.83573,-6.42697,-6.90674,-6.720488,-7.378937,,,,,,,
FIN.1.0.0.0.UBLG,FIN,1,0,0,0,UBLG,Finland,03 Net lending (ESA 2010),Net lending (+) or net borrowing (-): general government :- ESA 2010 (Including one-off proceeds relative to the allocation of mobile phone licences),(National currency) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.899,1.575,1.42,0.961,0.99,1.246,1.944,1.307,0.725,1.726,1.943,2.401,1.102,3.908,5.782,4.829,-0.782,-4.512,-6.832,-5.792,-5.742,-3.206,-1.303,2.018,2.137,9.395,7.201,6.062,3.703,3.516,4.379,6.894,9.562,8.119,-4.51,-4.844,-2.002,-4.31,-5.132,-6.165,-5.101,-3.67,-1.414,-2.022,-2.228,-13.082,-6.598,-0.477,-8.144,-12.159,-10.58728,-10.07291,,,,,,,
SWE.1.0.0.0.UBLG,SWE,1,0,0,0,UBLG,Sweden,03 Net lending (ESA 2010),Net lending (+) or net borrowing (-): general government :- ESA 2010 (Including one-off proceeds relative to the allocation of mobile phone licences),(National currency) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-176.498,-153.064,-133.518,-60.836,-32.159,17.697,13.547,74.855,34.422,-37.906,-33.637,4.696,60.956,68.43,111.552,63.527,-29.556,-5.104,-15.097,-44.374,-62.021,-72.96,-11.491,37.86,58.991,32.134,22.104,-159.416,-11.062,59.14,-48.547,-96.104,-101.9398,-54.7978,,,,,,,
GBR.1.0.0.0.UBLG,GBR,1,0,0,0,UBLG,United Kingdom,03 Net lending (ESA 2010),Net lending (+) or net borrowing (-): general government :- ESA 2010 (Including one-off proceeds relative to the allocation of mobile phone licences),(National currency) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.829,-0.287,-0.334,-13.49,-21.396,-40.141,-52.022,-48.132,-43.046,-33.526,-21.371,-4.645,6.066,14.43,1.231,-23.998,-40.948,-42.327,-40.853,-41.809,-42.296,-83.421,-157.693,-149.624,-123.504,-137.656,-95.267,-102.286,-87.493,-65.693,-51.286,-48.05,-54.921,-274.448,-177.624,-116.05,-162.973,-170.671,-156.2881,-136.2426,,,,,,,
ALB.1.0.0.0.UBLG,ALB,1,0,0,0,UBLG,Albania,03 Net lending (ESA 2010),Net lending (+) or net borrowing (-): general government :- ESA 2010 (Including one-off proceeds relative to the allocation of mobile phone licences),(National currency) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-28.1408,-29.3796,-34.0462,-60.2717,-81.163,-38.0565,-45.7757,-45.8834,-66.9372,-72.1259,-58.1904,-26.6698,-31.0101,-26.2377,-31.5485,-110.3738,-85.3284,-78.2255,-31.1798,-17.4595,-63.7431,-54.5915,,,,,,,
MNE.1.0.0.0.UBLG,MNE,1,0,0,0,UBLG,Montenegro,03 Net lending (ESA 2010),Net lending (+) or net borrowing (-): general government :- ESA 2010 (Including one-off proceeds relative to the allocation of mobile phone licences),(National currency) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0701,0.1646,-0.017,-0.1685,-0.1183,-0.1762,-0.1761,-0.1765,-0.1075,-0.2651,-0.1121,-0.243,-0.183,-0.09724,-0.4646,-0.0935,-0.2489,0.0301,-0.2347,-0.291649,-0.287717,,,,,,,
MKD.1.0.0.0.UBLG,MKD,1,0,0,0,UBLG,North Macedonia,03 Net lending (ESA 2010),Net lending (+) or net borrowing (-): general government :- ESA 2010 (Including one-off proceeds relative to the allocation of mobile phone licences),(National currency) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65588,-1.69495,2.14758,-3.81066,-10.85804,-10.54439,-11.48135,-17.72725,-19.27611,-22.13536,-19.42583,-16.05165,-16.89016,-7.1,-14.8,-54.6,-38.9,-35.5,-41.5,-42,-44.45909,-43.57615,,,,,,,
SRB.1.0.0.0.UBLG,SRB,1,0,0,0,UBLG,Serbia,03 Net lending (ESA 2010),Net lending (+) or net borrowing (-): general government :- ESA 2010 (Including one-off proceeds relative to the allocation of mobile phone licences),(National currency) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.7418,-30.8665,-45.0357,-72.0423,-127.1354,-141.0145,-163.5017,-244.9631,-212.0292,-258.0038,-149.1334,-53.8834,52.4916,32.2397,-11.0941,-442.6847,-258.9996,-224.7457,-180.9772,-191.8596,-314.0048,-337.907,,,,,,,
TUR.1.0.0.0.UBLG,TUR,1,0,0,0,UBLG,Türkiye,03 Net lending (ESA 2010),Net lending (+) or net borrowing (-): general government :- ESA 2010 (Including one-off proceeds relative to the allocation of mobile phone licences),(National currency) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-61.656,-32.149,-10.343,-4.748,3.712,4.512,11.674,-34.74,-87.236,-108.088,-187.136,-233.523,-81.061,-309.422,-1272.714,-2148.494,-2169.176,-2304.806,,,,,,,
ISL.1.0.0.0.UBLG,ISL,1,0,0,0,UBLG,Iceland,03 Net lending (ESA 2010),Net lending (+) or net borrowing (-): general government :- ESA 2010 (Including one-off proceeds relative to the allocation of mobile phone licences),(National currency) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.4111,8.5702,10.2598,-2.2508,-19.4234,-20.3737,2.78,53.14,79.0515,77.6509,-192.955,-139.5357,-112.0112,-115.2553,-48.4284,-24.5815,6.1543,-9.1395,315.2455,25.8369,27.1613,-48.2024,-260.5574,-273.5472,-155.0204,-85.8628,-160.1095,-60.4258,-53.07,,,,,,,
NOR.1.0.0.0.UBLG,NOR,1,0,0,0,UBLG,Norway,03 Net lending (ESA 2010),Net lending (+) or net borrowing (-): general government :- ESA 2010 (Including one-off proceeds relative to the allocation of mobile phone licences),(National currency) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.265,65.027,85.144,37.025,73.539,227.07,206.385,141.194,117.009,193.739,293.981,397.84,402.12,485.903,248.717,283.239,372.959,408.072,327.835,271.027,187.419,125.771,164.741,279.464,234.61,-88.599,444.75,1464.075,841.222,687.6,653.25,659.701,,,,,,,
CHE.1.0.0.0.UBLG,CHE,1,0,0,0,UBLG,Switzerland,03 Net lending (ESA 2010),Net lending (+) or net borrowing (-): general government :- ESA 2010 (Including one-off proceeds relative to the allocation of mobile phone licences),(National currency) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.7561,-8.4694,-9.9823,-5.7426,-7.0281,1.3296,1.0039,-8.4217,-6.6271,-6.9877,-3.3638,4.6873,9.2833,11.8802,3.0007,2.2104,4.3447,1.5141,-2.8316,-1.6448,3.6441,1.6154,7.7388,9.1556,9.6141,-21.3107,-2.3258,10.0217,1.5862,0.99816,-4.5327,-1.60166,,,,,,,
JPN.1.0.0.0.UBLG,JPN,1,0,0,0,UBLG,Japan,03 Net lending (ESA 2010),Net lending (+) or net borrowing (-): general government :- ESA 2010 (Including one-off proceeds relative to the allocation of mobile phone licences),(National currency) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10578.8,-11003.6,-11913.4,-8389,-4667.3,-4865.8,-1341.2,1981.6,5281.8,9035.6,8230.3,2895.7,-12061.7,-18699.2,-23417.2,-25841.6,-20779.5,-56349,-36904.7,-38446.2,-31364.8,-39465.5,-38695.5,-30667.2,-23635.5,-16209,-15644.7,-21691.6,-47974.5,-45881.1,-44698.4,-41021.3,-38719.3,-29137,-19788,-19594.8,-17138.3,-13756.6,-16986.1,-48973.6,-33890.6,-23587.2,-13346.2,-15254.79,-17714.89,-19325.38,,,,,,,
USA.1.0.0.0.UBLG,USA,1,0,0,0,UBLG,United States,03 Net lending (ESA 2010),Net lending (+) or net borrowing (-): general government :- ESA 2010 (Including one-off proceeds relative to the allocation of mobile phone licences),(National currency) ,-1,-8,-8.2,-4,-7.8,-5,-7.9,-21.1,-11.8,1.7,-47.583,-61.48,-51.17,-39.078,-51.428,-122.345,-98.274,-82.639,-73.443,-68.875,-115.678,-115.958,-207.749,-252.337,-235.467,-259.805,-283.096,-251.2,-236.537,-242.686,-312.54,-377.333,-466.069,-434.173,-364.271,-355.117,-282.949,-178.343,-83.125,-47.185,33.562,-196.285,-580.34,-735.582,-706.629,-581.914,-462.576,-578.317,-1087.155,-1899.08,-1866.079,-1712.621,-1497.017,-983.539,-911.136,-842.28,-1013.929,-868.727,-1263.409,-1441.735,-3198.339,-2803.844,-954.12,-2100.302,-2197.172,-2041.189,-1847.713,,,,,,,
EU27.1.0.99.0.UBLG,EU27,1,0,99,0,UBLG,European Union,03 Net lending (ESA 2010),Net lending (+) or net borrowing (-): general government :- ESA 2010 (Including one-off proceeds relative to the allocation of mobile phone licences),(Mrd EUR) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-455.3885,-285.0779,-206.6869,-169.77,-111.409,-95.6413,-161.0909,-237.7073,-275.7574,-251.3866,-228.9206,-145.5811,-62.2238,-232.2214,-645.6022,-664.604,-464.1378,-427.2584,-357.4276,-290.4194,-233.7938,-171.5623,-114.3223,-54.0494,-65.667,-907.3335,-683.5001,-519.2302,-595.498,-568.0722,-619.7944,-648.9295,,,,,,,
EU15.1.0.99.0.UBLG,EU15,1,0,99,0,UBLG,European Union (15 countries),03 Net lending (ESA 2010),Net lending (+) or net borrowing (-): general government :- ESA 2010 (Including one-off proceeds relative to the allocation of mobile phone licences),(Mrd EUR) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-490.479,-312.004,-223.029,-160.714,-87.476,-51.891,-135.58,-247.398,-306.848,-291.13,-265.149,-181.744,-106.718,-303.065,-756.943,-775.962,-556.313,-556.115,-433.657,-382.979,-332.318,-233.519,-162.051,-100.108,-113.346,-1113.192,-822.18,-586.407,-682.929,-649.452,-677.844,-677.06,,,,,,,
EA19.1.0.99.0.UBLG,EA19,1,0,99,0,UBLG,Euro area (19 countries),03 Net lending (ESA 2010),Net lending (+) or net borrowing (-): general government :- ESA 2010 (Including one-off proceeds relative to the allocation of mobile phone licences),(Mrd EUR) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-421.3702,-262.6517,-189.6886,-157.9175,-103.3947,-92.3486,-147.3773,-209.5729,-247.0187,-236.0341,-225.0577,-141.8459,-70.1745,-218.1528,-584.0141,-606.5979,-417.4855,-382.4377,-320.4752,-258.5429,-212.2241,-160.811,-114.6379,-52.6411,-66.4028,-807.5504,-641.5382,-475.3758,-514.9188,-466.5537,-502.6055,-528.3431,,,,,,,
EA20.1.0.99.0.UBLG,EA20,1,0,99,0,UBLG,Euro area,03 Net lending (ESA 2010),Net lending (+) or net borrowing (-): general government :- ESA 2010 (Including one-off proceeds relative to the allocation of mobile phone licences),(Mrd EUR) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-421.4557,-263.5747,-189.4018,-158.1062,-105.333,-94.4307,-148.5598,-210.8931,-248.444,-237.9717,-226.1746,-142.601,-71.1168,-219.2839,-587.22,-609.5519,-420.9175,-384.8879,-322.9517,-260.8458,-213.8219,-161.3066,-114.3658,-52.6635,-66.2786,-811.2206,-643.0427,-475.2941,-515.5366,-468.5796,-505.0536,-530.8349,,,,,,,
EA12.1.0.99.0.UBLG,EA12,1,0,99,0,UBLG,Euro area (12 countries),03 Net lending (ESA 2010),Net lending (+) or net borrowing (-): general government :- ESA 2010 (Including one-off proceeds relative to the allocation of mobile phone licences),(Mrd EUR) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-419.2805,-260.1213,-186.5782,-155.3848,-99.9982,-87.618,-143.3504,-205.5754,-244.2569,-233.8112,-223.0708,-139.7542,-69.3896,-213.3137,-570.7849,-594.7991,-407.9293,-373.0719,-311.8488,-251.8365,-208.0761,-158.09,-114.6297,-51.3658,-66.0624,-790.5363,-628.5796,-469.0264,-503.7582,-457.3155,-491.6161,-515.8778,,,,,,,
